asin,title,price,image_url,product_url,ASIN,BrowseNodeInfo.BrowseNodes.0.SalesRank,Offers.Listings.0.Price.Amount,Offers.Listings.0.Price.Currency,Offers.Listings.0.Price.DisplayAmount,Offers.Listings.0.SavingBasis.Percentage
B0CW9T8Q3X,"Pepe Jeans Men's Slim Jeans (PM207933Q03100034_Blue","₹1,439.00",https://m.media-amazon.com/images/I/41etlWYxHDL._SL500_.jpg,https://www.amazon.in/dp/B0CW9T8Q3X?tag=vibe9110c-21&linkCode=osi&th=1&psc=1,B0CW9T8Q3X,213,1439,INR,"₹1,439.00",N/A
B0C662V149,"RAGZO Jeans Pant for Men || Men Jeans Pants || Denim Jeans || Casual Jeans Pant for Men Stretchable (b70018d) (Khaki, 34)",₹698.00,https://m.media-amazon.com/images/I/41-Vyp-hqUL._SL500_.jpg,https://www.amazon.in/dp/B0C662V149?tag=vibe9110c-21&linkCode=osi&th=1&psc=1,B0C662V149,189,698,INR,₹698.00,N/A
B0D28LQG6J,"U.S. POLO ASSN. Men's Tapered Jeans (UDJENO1809_Blue","₹1,509.00",https://m.media-amazon.com/images/I/31IGQDvBMQL._SL500_.jpg,https://www.amazon.in/dp/B0D28LQG6J?tag=vibe9110c-21&linkCode=osi&th=1&psc=1,B0D28LQG6J,118,1509,INR,"₹1,509.00",N/A
B0CQRVQGTK,"Wrangler Men's Skinny Jeans (WMJN006336_Blue_34)","₹1,500.00",https://m.media-amazon.com/images/I/41jKivlXheL._SL500_.jpg,https://www.amazon.in/dp/B0CQRVQGTK?tag=vibe9110c-21&linkCode=osi&th=1&psc=1,B0CQRVQGTK,564,1500,INR,"₹1,500.00",N/A
B0CV7X9LJH,"KARGEENS Slim Men's Stretchable Jeans Pant for Casual Stylish Cotton Blend Denim (k2103_Black_38)",₹699.00,https://m.media-amazon.com/images/I/31TCnscXUJL._SL500_.jpg,https://www.amazon.in/dp/B0CV7X9LJH?tag=vibe9110c-21&linkCode=osi&th=1&psc=1,B0CV7X9LJH,159,699,INR,₹699.00,N/A
B0BBPBDMD7,"KARGEENS Men's Slim Fit Jeans (k70014d_Light Green_34)",₹669.00,https://m.media-amazon.com/images/I/31qJvyBQeXL._SL500_.jpg,https://www.amazon.in/dp/B0BBPBDMD7?tag=vibe9110c-21&linkCode=osi&th=1&psc=1,B0BBPBDMD7,127,669,INR,₹669.00,N/A
B0BHP5VDC1,"Urbano Fashion Men's Light Blue Slim Fit Denim Jeans Stretchable (epsjeanwhithrnd-lblue-40)",₹499.00,https://m.media-amazon.com/images/I/31fAiE2XmgL._SL500_.jpg,https://www.amazon.in/dp/B0BHP5VDC1?tag=vibe9110c-21&linkCode=osi&th=1&psc=1,B0BHP5VDC1,113,499,INR,₹499.00,N/A
B0C9WRFQM3,"AFLASH Men's Jeans |Comfortable & Stretchable | Casual Slim Fit Denims Mid Rise Full Length Jeans Latesh Fashionable Pant Blue (Size32)",₹498.00,https://m.media-amazon.com/images/I/31zFgf1UfrL._SL500_.jpg,https://www.amazon.in/dp/B0C9WRFQM3?tag=vibe9110c-21&linkCode=osi&th=1&psc=1,B0C9WRFQM3,254,498,INR,₹498.00,N/A
B0CTF6Y33J,"Ben Martin Men's High Waist Tapered Fit Stretchable Size 32 Denim Light Blue Carrot Fit Jeans Pant for Men 1",₹699.00,https://m.media-amazon.com/images/I/311nZVlBYuL._SL500_.jpg,https://www.amazon.in/dp/B0CTF6Y33J?tag=vibe9110c-21&linkCode=osi&th=1&psc=1,B0CTF6Y33J,451,699,INR,₹699.00,N/A
B07L6PBJHV,"Neostreak Men's Slim Fit Stretchable Jeans (ej-lblu Light Blue_32",₹669.00,https://m.media-amazon.com/images/I/31twcAVIFNL._SL500_.jpg,https://www.amazon.in/dp/B07L6PBJHV?tag=vibe9110c-21&linkCode=osi&th=1&psc=1,B07L6PBJHV,93,669,INR,₹669.00,N/A
B0CSWLB3TS,"Spykar Low Rise Slim Fit Blue Jeans for Men (Size: 28)-MDSKN1BD001_Light Blue","₹1,799.00",https://m.media-amazon.com/images/I/41yYeEuDxKL._SL500_.jpg,https://www.amazon.in/dp/B0CSWLB3TS?tag=vibe9110c-21&linkCode=osi&th=1&psc=1,B0CSWLB3TS,2493,1799,INR,"₹1,799.00",N/A
B085J72142,"Amazon Brand - Symbol Men's Cotton Rich Stretchable Jeans | Casual Denim Slim Fit (Medium Blue_32)",₹699.00,https://m.media-amazon.com/images/I/31NAsj5SmaL._SL500_.jpg,https://www.amazon.in/dp/B085J72142?tag=vibe9110c-21&linkCode=osi&th=1&psc=1,B085J72142,32,699,INR,₹699.00,N/A
B09BK1NXSS,"Ben Martin Men's Slim Fit Stylish Stretchable 32 Size Brown Cotton Denim Jeans Pant for Men, JJ3-4",₹649.00,https://m.media-amazon.com/images/I/31BksIg6ZLL._SL500_.jpg,https://www.amazon.in/dp/B09BK1NXSS?tag=vibe9110c-21&linkCode=osi&th=1&psc=1,B09BK1NXSS,69,649,INR,₹649.00,N/A
B0BTP3V4ZR,"Reelize - Men's Cotton Pant - Plus Size - Slim fit, Regular Jeans - Full Length - Faded Charcoal Black - Ideal for Casual/Party/Office wear - Pack of 1 - Size 48 - (T20020-48)",₹984.00,https://m.media-amazon.com/images/I/417J1tFMaQL._SL500_.jpg,https://www.amazon.in/dp/B0BTP3V4ZR?tag=vibe9110c-21&linkCode=osi&th=1&psc=1,B0BTP3V4ZR,200,984,INR,₹984.00,N/A
B07HZFQLHY,"Amazon Brand - INKAST Men's Slim Tapered Fit Stretchable Jeans (IN-ST-106_DARK BLUE_36)",₹534.86,https://m.media-amazon.com/images/I/41gGLwdrl0L._SL500_.jpg,https://www.amazon.in/dp/B07HZFQLHY?tag=vibe9110c-21&linkCode=osi&th=1&psc=1,B07HZFQLHY,141,534.86,INR,₹534.86,N/A
